priority,status,action,name,key,mentions,sources,score,context,source_examples
MEDIUM,missing_candidate,manual_review,Stortingsvalg Konstituering Om,stortingsvalg-konstituering-om,2,2,16,Om Stortinget Storting og regjering Kort om Stortinget Regjeringsdanning Folkestyret Fordeling av makt Parlamentarismen i dag Saksgangen Valg og konstituering Stortingsvalg Konstituering Om fullmaktskomiteen Om valkomite,research/evidence-pack/stortinget/innst-130s-2025-2026.md; research/evidence-pack/stortinget/innst-173s-2023-2024.md
MEDIUM,missing_candidate,manual_review,Stortinget Kontakt,stortinget-kontakt,2,2,16,Fordeling av makt Parlamentarismen i dag Saksgangen Valg og konstituering Stortingsvalg Konstituering Om fullmaktskomiteen Om valkomiteen Høytidelig åpning av Stortinget Kontakt oss Organisering Presidentskapet Partigrup,research/evidence-pack/stortinget/innst-130s-2025-2026.md; research/evidence-pack/stortinget/innst-173s-2023-2024.md
MEDIUM,missing_candidate,manual_review,Organisering Presidentskapet Partigruppene Fagkomiteene Internasjonalt,organisering-presidentskapet-partigruppene-fagkomiteene-internasjonalt,2,2,16,amentarismen i dag Saksgangen Valg og konstituering Stortingsvalg Konstituering Om fullmaktskomiteen Om valkomiteen Høytidelig åpning av Stortinget Kontakt oss Organisering Presidentskapet Partigruppene Fagkomiteene Inte,research/evidence-pack/stortinget/innst-130s-2025-2026.md; research/evidence-pack/stortinget/innst-173s-2023-2024.md
MEDIUM,missing_candidate,manual_review,Stortinget Lover,stortinget-lover,2,2,16,alkomiteen Høytidelig åpning av Stortinget Kontakt oss Organisering Presidentskapet Partigruppene Fagkomiteene Internasjonalt samarbeid Dei eksterne organa til Stortinget Lover og instrukser Stortingets historie Bildegal,research/evidence-pack/stortinget/innst-130s-2025-2026.md; research/evidence-pack/stortinget/innst-173s-2023-2024.md
MEDIUM,missing_candidate,manual_review,Lars Henie Barstad Om,lars-henie-barstad-om,2,2,16,025-2026) Se alle Stortinget Postboks 1700 Sentrum 0026 Oslo Sentralbord: 23 31 30 50 Ansvarlig redakt&oslash;r:&nbsp;Mona Mortensen Krane Nettredakt&oslash;r: Lars Henie Barstad Om stortinget Stortinget Postboks 1700 Se,research/evidence-pack/stortinget/innst-130s-2025-2026.md; research/evidence-pack/stortinget/innst-173s-2023-2024.md
MEDIUM,missing_candidate,manual_review,Stortinget Postboks,stortinget-postboks,2,2,16,boks 1700 Sentrum 0026 Oslo Sentralbord: 23 31 30 50 Ansvarlig redakt&oslash;r:&nbsp;Mona Mortensen Krane Nettredakt&oslash;r: Lars Henie Barstad Om stortinget Stortinget Postboks 1700 Sentrum 0026 Oslo Sentralbord: 23 3,research/evidence-pack/stortinget/innst-130s-2025-2026.md; research/evidence-pack/stortinget/innst-173s-2023-2024.md
MEDIUM,missing_candidate,manual_review,Oslo Sentralbord,oslo-sentralbord,2,2,16,d: 23 31 30 50 Ansvarlig redakt&oslash;r:&nbsp;Mona Mortensen Krane Nettredakt&oslash;r: Lars Henie Barstad Om stortinget Stortinget Postboks 1700 Sentrum 0026 Oslo Sentralbord: 23 31 30 50 Kontakt oss Ansvarlig redakt&o,research/evidence-pack/stortinget/innst-130s-2025-2026.md; research/evidence-pack/stortinget/innst-173s-2023-2024.md
MEDIUM,missing_candidate,manual_review,Lars Henie Barstad Stortinget,lars-henie-barstad-stortinget,2,2,16,inget Stortinget Postboks 1700 Sentrum 0026 Oslo Sentralbord: 23 31 30 50 Kontakt oss Ansvarlig redakt&oslash;r:&nbsp;Mona Mortensen Krane Nettredakt&oslash;r: Lars Henie Barstad Stortinget undervisning Stortingets medie,research/evidence-pack/stortinget/innst-130s-2025-2026.md; research/evidence-pack/stortinget/innst-173s-2023-2024.md
MEDIUM,missing_candidate,manual_review,Ordbok Om,ordbok-om,2,2,16,1 30 50 Kontakt oss Ansvarlig redakt&oslash;r:&nbsp;Mona Mortensen Krane Nettredakt&oslash;r: Lars Henie Barstad Stortinget undervisning Stortingets mediearkiv Ordbok Om nettstedet Personvernerklæring Tilgjengelighetserk,research/evidence-pack/stortinget/innst-130s-2025-2026.md; research/evidence-pack/stortinget/innst-173s-2023-2024.md
MEDIUM,missing_candidate,manual_review,Finnish Innovation Fund,finnish-climate-fund,2,2,16,"-streams/year) - Funding: **€26M** (May 2025) — mix of equity, mezzanine, senior loans, public funding - Investors: **Maki.VC, Firstminute Capital, Springvest, Finnish Climate Fund, Finnvera, Norion Bank, South Ostroboth",research/exa-circular-actors-2026-04-21.md; research/perpl-17-03/Nordisk aktørkart for matsystemkartlegging 2026.md
MEDIUM,missing_candidate,manual_review,Audun Korsaeth,audun-korsaeth,2,2,16,"(professor) / NO / Leder NHH FOOD; konkurranse og dagligvaremarkeder / / Simen Ulsaker / NHH FOOD (foersteamanuensis) / NO / Verdikjedeanalyse, matsystemer / / Audun Korsaeth / NIBIO (divisjonsdirektorer), Matsystemutval",research/interviews/nordisk-aktorkart-perplexity-2026.md; research/perpl-17-03/Nordisk aktørkart for matsystemkartlegging 2026.md
MEDIUM,missing_candidate,manual_review,Rune Blomhoff,rune-blomhoff,2,2,16,"NO / Erfaring fra Klimautvalget 2050 og Naturrisikoutvalget / / Bente Torstensen / Nofima (adm. dir.), Matsystemutvalget / NO / Internasjonale matsystemer / / Rune Blomhoff / UiO (professor) / NO / Ledet NNR2022-arbeidet",research/interviews/nordisk-aktorkart-perplexity-2026.md; research/perpl-17-03/Nordisk aktørkart for matsystemkartlegging 2026.md
MEDIUM,missing_candidate,manual_review,Annica Sohlstroem,annica-sohlstroem,2,2,16,) / NO / Landbruksokonomi; importvern / / Helena Hansson / SLU / Mistra Food Futures (professor/direktoer) / SE / Barekraft og beredskap i svensk matsystem / / Annica Sohlstroem / Livsmedelsverket (direktoer) / SE / Lede,research/interviews/nordisk-aktorkart-perplexity-2026.md; research/perpl-17-03/Nordisk aktørkart for matsystemkartlegging 2026.md
MEDIUM,missing_candidate,manual_review,Johan Rockstroem,johan-rockstroem,2,2,16,professor/direktoer) / SE / Barekraft og beredskap i svensk matsystem / / Annica Sohlstroem / Livsmedelsverket (direktoer) / SE / Leder svensk matmyndighet / / Johan Rockstroem / Stockholm Resilience Centre (professor) /,research/interviews/nordisk-aktorkart-perplexity-2026.md; research/perpl-17-03/Nordisk aktørkart for matsystemkartlegging 2026.md
MEDIUM,missing_candidate,manual_review,Niels Heine Kristensen,niels-heine-kristensen,2,2,16,silience Centre (direktoer) / SE / Vann- og matsystemer / / Ioannis Ioannidis / KTH FOOD (professor) / SE / Urban matojaeamlikhet; matkartlegging Stockholm / / Niels Heine Kristensen / RUC (professor) / DK / Nordic-Balti,research/interviews/nordisk-aktorkart-perplexity-2026.md; research/perpl-17-03/Nordisk aktørkart for matsystemkartlegging 2026.md
MEDIUM,missing_candidate,manual_review,Lars Gaarn Hansen,lars-gaarn-hansen,2,2,16,SE / Urban matojaeamlikhet; matkartlegging Stockholm / / Niels Heine Kristensen / RUC (professor) / DK / Nordic-Baltic Food Systems Resilience Observatory / / Lars Gaarn Hansen / Koebenhavns Universitet (professor) / DK ,research/interviews/nordisk-aktorkart-perplexity-2026.md; research/perpl-17-03/Nordisk aktørkart for matsystemkartlegging 2026.md
MEDIUM,missing_candidate,manual_review,Rema Industrier,rema-industrier,2,2,16,"33/33/33 %). **BAMA-koblingen:** BAMA Gruppen AS (org. 914224314, stiftet 1914) kontrollerer ~70 % av norsk frukt/grønt-distribusjon. NorgesGruppen eier 46 %, Rema Industrier 20 %, Neergaard-familien 34 %. Interlocking d",research/norden/verdikjede/03-distribusjon-logistikk.md; research/norden/verdikjede/09-norsk-bedriftsdata.md
MEDIUM,missing_candidate,manual_review,Jacob Cohen,jacob-cohen,2,2,16,"Lastet ned 16. mars.2017 fra https://snl.no/importvern Cohen, J. (2003). Applied multiple regression/correlation analysis for the behavioral sciences (3rd ed. Jacob Cohen ... [et al.]. utg.). Mahwah, N.J: Lawrence Erlbau",research/ocr-output/arkiv-sortert__Food Research Process 20.04.26__07_Academic_Research_And_Theses__drager-og-vagene.md; research/ocr-output/evidence-pack__akademia__drager-vagene-2017.md
MEDIUM,missing_candidate,manual_review,Danish Green Investment Fund,danish-green-investment-fund,2,2,16,"rs.[^12][^8] ### 6. Sitat om årsak - CEO Carsten Lind Pedersen beskrev 50 M€‑runden som nødvendig for å “go from pilot to industrial production”, med DLG og The Danish Green Investment Fund som nøkkelpartnere.[^14][^2][^",research/perplexity-20-04-26/konkursanatomi-enorm-mycorena-infarm-v2.md; research/perplexity-20-04-26/konkursanatomi-enorm-mycorena-infarm.md
MEDIUM,missing_candidate,manual_review,Embedded PDF,embedded-pdf,3,2,15,# Review Queue - Samarbeidsklimaet i dagligvarebransjen: Rapport fra undersøkelse blant kjeder og leverandører 2024 -> Samarbeidsklimaet i Dagligvarebransjen (Embedded PDF metadata suggests a stronger title than the curr,research/intake/food-research-process-2026-04-20/TITLE-REMEDIATION.md; research/intake/food-research-process-2026-04-20/title-remediation.csv
MEDIUM,missing_candidate,manual_review,Steering Committee,steering-committee,2,2,14,"sign Cluster — Betina Simonsen, Birk Centerpark 38, 7400 Herning - **Project Partner (SE):** Cradlenet — Michel Bajuk, Badstrandsvägen 28, 112 65 Stockholm - **Steering Committee:** Michel Bajuk (Cradlenet), Einar Holthe",research/external/nch-contract/contract-201-2503-P25013.md; research/external/ni-soknad/soknad-ncc-fase-2.md
MEDIUM,missing_candidate,manual_review,Oroande UV,oroande-uv,2,1,13,ing av Verian att orov&#228;ckande solbeteenden och trender best&#229;r. L&#228;s mer Senaste pressmeddelanden 15 april 08:00 Unders&#246;kning bekr&#228;ftar: Oroande UV-trend h&#229;ller i sig 2 april 08:00 Finansiell ,research/evidence-pack/media/ica-norge-salg-2014.md
MEDIUM,missing_candidate,manual_review,Asian BBQ,asian-bbq,2,1,13,skulle l&#228;mna partner med dolda skulder 31 mars 08:00 M&#229;nga kvinnor tar v&#228;rktabletter varje vecka – s&#229; kan det p&#229;verka en 31 mars 08:00 Asian BBQ tar &#246;ver grillen – ICA satsar p&#229; streetf,research/evidence-pack/media/ica-norge-salg-2014.md
MEDIUM,missing_candidate,manual_review,Press Rapporter Information,press-rapporter-information,2,1,13,llbarhetsarbete Finansiellt Kontakt Om ICA Gruppen V&#229;r verksamhet Aktuellt V&#229;rt h&#229;llbarhetsarbete Finansiellt Kontakt Hitta direkt Jobba hos oss Press Rapporter Information f&#246;r leverant&#246;rer Fr&#2,research/evidence-pack/media/ica-norge-salg-2014.md
MEDIUM,missing_candidate,manual_review,Anders Eriksson,anders-eriksson,2,1,13,"ckholm, ICA Focus Göteborg, and ICA Maxi Stenhagen Uppsala – have chosen to extend... Read more 24th Oct, 2024 Swegreen strengthens its leadership and appoints Anders Eriksson as new CEO Swegreen AB continues its expansi",research/evidence-pack/sirkular-konkurser/_benchmarks/swegreen-news.md
MEDIUM,missing_candidate,manual_review,Antoine Hubert,antoine-hubert,2,1,13,"s placed in receivership on March 3, 2025. BPI injected 10 million euros in emergency funding, but this only offers a delay of a few months. As its co-founder, Antoine Hubert, acknowledged in Libération : « There are no ",research/evidence-pack/sirkular-konkurser/_benchmarks/ynsect-onei.md
MEDIUM,missing_candidate,manual_review,Kristoffer Lund,kristoffer-lund,2,1,13,"ws Archives Subscribe --> --> --> Industry update News Billund Aquaculture to declare bankruptcy amid financial challenges July 29, 2024&nbsp; By RAStech staff Kristoffer Lund is group CEO of Billund Aquaculture in Denma",research/evidence-pack/sirkular-konkurser/billund-aquaculture/media-rastech.md
MEDIUM,missing_candidate,manual_review,Felix Leonhardt,felix-leonhardt,2,1,13,"ng. We look at its struggles and what the future of vertical farming might hold. &lt;br&gt;&lt;br&gt;&quot;It was never a VC investable space in my view,&quot; Felix Leonhardt, managing partner at foodtech venture capita",research/evidence-pack/sirkular-konkurser/ljusgarda/media-impactloop.md
MEDIUM,missing_candidate,manual_review,Oyster Bay,oyster-bay,2,1,13,"g might hold. &lt;br&gt;&lt;br&gt;&quot;It was never a VC investable space in my view,&quot; Felix Leonhardt, managing partner at foodtech venture capital firm Oyster Bay, tells Impact Loop.&lt;br&gt; Siôn Lawrence-Gesch",research/evidence-pack/sirkular-konkurser/ljusgarda/media-impactloop.md
MEDIUM,missing_candidate,manual_review,Plantagon International,plantagon-international,2,1,13,Flower Crops Regional Sales Representatives - North America (Remote) Quality Controller Key Account Manager Funny Kiss patrol Swedish vertical farming company Plantagon International bankrupt Another major vertical farmi,research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
MEDIUM,missing_candidate,manual_review,Jonathan Eng,jonathan-eng,2,1,13,"beid / Nordisk samarbeid mat, landbruk, fiskeri, politikk / Nordic Food Policy Lab, erklæring om bærekraftige matsystem 2021. Side-event COP30 2025[^23][^24] / Jonathan Eng (Senior Advisor for Food Policy)[^25]. norden.o",research/perpl-17-03/Nordisk aktørkart for matsystemkartlegging 2026.md
MEDIUM,missing_candidate,manual_review,Senior Advisor,senior-advisor,2,1,13,"samarbeid mat, landbruk, fiskeri, politikk / Nordic Food Policy Lab, erklæring om bærekraftige matsystem 2021. Side-event COP30 2025[^23][^24] / Jonathan Eng (Senior Advisor for Food Policy)[^25]. norden.org / A, E / / *",research/perpl-17-03/Nordisk aktørkart for matsystemkartlegging 2026.md
MEDIUM,missing_candidate,manual_review,Statsforvalter Rogaland,statsforvalter-rogaland,2,1,13,"6. Utvalget inviterte innspill fra alle aktører i verdikjeden.[^29][^30][^2] / Navn / Institusjon / Rolle / Prosjektspor / /---/---/---/---/ / **Bent Høie** / Statsforvalter Rogaland / Utvalgsleder, tidl. helse- og omsor",research/perpl-17-03/Nordisk aktørkart for matsystemkartlegging 2026.md
MEDIUM,missing_candidate,manual_review,Marie Hebrok,marie-hebrok,2,1,13,"kastes flere tusen tonn mat hvert år, og forbrukerne står for omtrent halvparten av dette. K... 19. [Marie Hebrok](https://www.oslomet.no/om/ansatt/marieh/) - Marie Hebrok 20. [Marie Hebrok / LinkedIn](https://www.linked","research/perpl-17-03/Nordiske avhandlinger og masteroppgaver om matsystemer, dagligvare og matpolitikk (2010–2026).md"
MEDIUM,missing_candidate,manual_review,Sammendrag: NTNU,sammendrag-ntnu,2,2,12,"3-26 / Sammendrag: Nofima — mattrygghet, sjømat og prosessering / / `bibliotek/akademia/andre-norske/ntnu-logistikk-supply-chain.md` / md / 2 KB / 2026-03-26 / Sammendrag: NTNU — logistikk 4.0 og supply chain management ",research/ARKIV-INDEX.md; research/bibliotek/akademia/andre-norske/ntnu-logistikk-supply-chain.md
MEDIUM,missing_candidate,manual_review,Sammendrag: Albizzati,sammendrag-albizzati,2,2,12,"6 / Sammendrag: Adlers (SLU, 2022) - Svensk selvforsyning av kjott og korn / / `bibliotek/akademia/masteroppgaver/albizzati-2021.md` / md / 1 KB / 2026-03-26 / Sammendrag: Albizzati (DTU, 2021) - Sustainability Assessmen",research/ARKIV-INDEX.md; research/bibliotek/akademia/masteroppgaver/albizzati-2021.md
MEDIUM,missing_candidate,manual_review,Danish-Action-Plan,danishactionplan,2,2,12,: technology alignment and agile management practices for respons / / `arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/2023-Danish-Action-Plan-for-Plant-based-Foods.pdf` / pdf / 22.6 M,research/ARKIV-INDEX.md; research/PDF-KATALOG.md
MEDIUM,missing_candidate,manual_review,Consumer Grocery Store Choice,consumer-grocery-store-choice,2,2,12,landing_page / open / `research/evidence-pack/akademia/naess-2024.pdf` / / `hagan-2025` / theses.ts / The Impact of Food Loss and Waste Reduction Practices on Consumer Grocery Store Choice / 2025 / landing_page / open / ,research/DOWNLOAD-QUEUE.md; research/PLATTFORM-KOBLING.md
MEDIUM,missing_candidate,manual_review,Kettunen Marita,kettunen-marita,2,2,12,4.26/07_Academic_Research_And_Theses/luke-luobio_51_2025.pdf` / 3.2 MB / 34 / Robust Food Waste Management Method for Food Services (Romance) : Final report. / Kettunen Marita / 20250618084402 / / `arkiv-sortert/Food Res,research/PDF-KATALOG.md; research/pdf-katalog.json
MEDIUM,missing_candidate,manual_review,Anders Nordstad,anders-nordstad,2,2,12,"PRIMARY DATA — Rating: CRITICAL GAP **Zero first-person interviews conducted.** The RESEARCH-MISSIONS.md document identifies 5 interview targets — supplier, Anders Nordstad, NMBU academic, Konkurransetilsynet contact, NC",research/analyse/CRITICAL-PROJECT-REVIEW-2026-03-25.md; research/whitepaper/gap-list.md
MEDIUM,missing_candidate,manual_review,Ecological Outcome Verification,ecological-outcome-verification,2,2,12,"**Regenerativt Norge** et nettverk av gårder som Horgen i Nes og Tingvold, hvor Holistic Management, 100 prosent gressfôret storfe og jordhelseindikatoren EOV (Ecological Outcome Verification) erstatter kunstgjødsel og p",research/arkiv-sortert/Food Research Process 20.04.26/00_Working_Files/compass_artifact_wf-ec2d735b-d33b-4ffa-a5ba-7877ce1d1a3c_text_markdown.md; research/bibliotek/forskningsrunde-2026-04-20/norges-matrevolusjon-sirkular-innovasjon-2026-04-20.md
